source_sha256,unit_id,container_node_path,div_path_filter,decision_default,text_role_default,expected_candidate_nodes,basis,source,status,decided_on
89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,A04632.7,/*/*[2]/*[2]/*[7]/*[2],prologue,include,prologue,43,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 44 chars/node, 43 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,A11954.23,/*/*[2]/*[2]/*[23],play>act>scene,include,,43,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 42 chars/node, 43 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
970d8db9196d40d123d8bdc10f650ffa9bce2bada3523923e825a90887d5939f,A00760,/*/*[2]/*[2],play>act>scene>song,include,,66,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>act>scene>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 27 chars/node, 66 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
377e399bc834305a498b4309833e830f03613fdd388c52748ab7088123cd0744,A02906,/*/*[2]/*[1],play>epilogue,include,epilogue,35,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 50 chars/node, 35 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
f6ac469f8a71698be978984f35a2b93762e2a81bd61502b828e9fe74c1882e3e,A11909.10,/*/*[2]/*[2]/*[10],tragedy,exclude,,2,"EXCLUDE: prose Argument + FINIS (worksheet row read: 2 nodes, samples checked)","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
c5edcbbab3c061a7849a2099e3d57f341b2a9a48eb5e2a33b9e0d0c1d77642dc,A19182,/*/*[2]/*[2],play>act>scene>song,include,,47,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>act>scene>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 37 chars/node, 47 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
42b167c736c0d28b0e54d83de83ce36d359e803eedc8793579d237b0de9c3246,A09134,/*/*[2]/*,masque>act>scene,include,,40,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (masque>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 43 chars/node, 40 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,A11954.18,/*/*[2]/*[2]/*[18],play>epilogue,include,epilogue,3,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>epilogue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 572 chars/node, 3 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
fa9ea1a6c46d0be0a1a815f63e42b99850e3fc6cd3c307a64691b33ab5235281,A19347,/*/*[2]/*[2],play>act>scene,include,,31,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 55 chars/node, 31 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,A11954.18,/*/*[2]/*[2]/*[18],play>act>scene,include,,40,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 43 chars/node, 40 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
779fcedeb0a588cdbe218f9d9fe2ce96ef9262044b9f2db8861acf41d7c95832,A21136,/*/*[2]/*[2],play>prologue,include,prologue,41,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 42 chars/node, 41 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
b9c6d269e114554975c86fb4363fbd6052072c4900f7c0fe7f7b49958ad08468,A06742,/*/*[2]/*[2],act,include,,47,"INCLUDE: verse lines outside <sp> inside a performance div chain (act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 36 chars/node, 47 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
7a82a40d17e8f3fdc17fe261c93c036d808e9c13dc027a6bbb0ac8497823e5b6,A11974,/*/*[2]/*[2],part,include,,40,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (part); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 42 chars/node, 40 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
377e399bc834305a498b4309833e830f03613fdd388c52748ab7088123cd0744,A02906,/*/*[2]/*[1],play>act,include,,7,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 236 chars/node, 7 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
16975378a0bfc8f3b43f62d68cfecfd1fbc2a0ee955e6492b01327904879d2c1,A15352,/*/*[2]/*[2],text,include,,44,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (text); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 37 chars/node, 44 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
9dacc606c526b1911543f75405105e8cdad02c26c6a2772048570598734243f2,A00969,/*/*[2]/*[2],play>act>scene,include,,48,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 34 chars/node, 48 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
fc8c06c925d02f8481f399c766aee2a96f8e525116cfbd677a4a68452d671b15,A02738,/*/*[2]/*[1],play>prologue,include,prologue,35,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 46 chars/node, 35 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
f6ac469f8a71698be978984f35a2b93762e2a81bd61502b828e9fe74c1882e3e,A11909.4,/*/*[2]/*[2]/*[4],tragedy,exclude,,1,"EXCLUDE: prose Argument (worksheet row read: 1 nodes, samples checked)","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
3fabbc71d45a413bb809e6d3b706e05014c82ad85b96a49bd9b5649989124ed9,A00725,/*/*[2]/*[2],play>act>scene,include,,29,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 53 chars/node, 29 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
707b5003c551ccbe90d54db1a401e1dfb6ae8812dcee2032a7a977f6981ba20b,A13664,/*/*[2]/*[2],play,include,,33,"INCLUDE: verse lines outside <sp> inside a performance div chain (play); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 47 chars/node, 33 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
e0e3f9eab419c83a7a2d0cde93cb860ca92c76f3499923e9d647337cc2cd3f1b,A07637,/*/*[2]/*[2],song,include,,48,"INCLUDE: verse lines outside <sp> inside a performance div chain (song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 32 chars/node, 48 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
410c775da099a03cd0ebb848491e3e52c22db8ea27be1eb3b81c130c835cd726,A12548,/*/*[2]/*[2],prologue,include,prologue,36,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 42 chars/node, 36 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,A04632.6,/*/*[2]/*[2]/*[6]/*[2],prologue,include,prologue,36,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 42 chars/node, 36 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
220eb98e42eb5b603a479230376ce02dbc0c7ec4dd5a2e4c9b24b89c98b1b54c,A07897,/*/*[2]/*[2],play>scene,include,,21,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 71 chars/node, 21 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
29767074625faca9a79b35bc915859bf2a98d4b2deeb74814de86da26e6e36eb,A10411.2,/*/*[2]/*[2]/*[2]/*[2],play>act>scene,include,,36,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 41 chars/node, 36 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
853c1f613860148c39744941906dc6a858c46c82cd30d1524faeb9c88fa4f07d,A20083,/*/*[2]/*[2],song,include,,36,"INCLUDE: verse lines outside <sp> inside a performance div chain (song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 40 chars/node, 36 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
8d021e8f2fbbd3443d6eb764b862c15e1f39b6f5f4095486e2878542491747f3,A07064,/*/*[2]/*[2],play>prologue,include,prologue,33,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 44 chars/node, 33 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
764aed3730d743f5e2e6b159c6aa840b873d1bfaee266fc4e39054f83f15761d,A04824,/*/*[2]/*[2],prologue,include,prologue,33,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 43 chars/node, 33 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
9afc1f2b966ab999cea328eef54cc4632584b0dc22582ff49fd3d75019da79e6,A20077,/*/*[2]/*[2],text,include,,40,"INCLUDE: verse lines outside <sp> inside a performance div chain (text); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 36 chars/node, 40 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
5ab0ba6afa1349afc186e1b4c719b624c0a27ac0133995c52986144db73b069b,A16564.2,/*/*[2]/*/*[2]/*[2],tragedy>act,include,,32,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (tragedy>act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 45 chars/node, 32 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
9940408f70039a47403b2c8682e6775b408ea87266d7e3ca86e28273b7b9f598,A01509,/*/*[2]/*[2],prologue,include,prologue,24,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 59 chars/node, 24 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,A11954.19,/*/*[2]/*[2]/*[19],play>prologue,include,prologue,34,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 42 chars/node, 34 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
3932d374227160609d6e557c4fc0d9bb80167163fbbd59bc485007beb04a8430,A11205,/*/*[2]/*[2],play>prologue,include,prologue,32,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 44 chars/node, 32 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
6c9ce8c2d90496222e8899759ffb5273d352f198f1606f1ec630e7b16c3d7fd5,A03189,/*/*[2]/*[2],play>act_and_scene,include,,34,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act_and_scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 41 chars/node, 34 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
95716babb6deca4df963382dc650893a580db78756b889cf00480c410062545e,A12969,/*/*[2]/*[2],act>song,include,,43,"INCLUDE: verse lines outside <sp> inside a performance div chain (act>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 32 chars/node, 43 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,A11954.24,/*/*[2]/*[2]/*[24],play,include,prologue,32,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 42 chars/node, 32 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,A04632.1,/*/*[2]/*[2]/*[1]/*[2],prologue,include,prologue,30,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 45 chars/node, 30 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
f6ac469f8a71698be978984f35a2b93762e2a81bd61502b828e9fe74c1882e3e,A11909.8,/*/*[2]/*[2]/*[8],tragedy,exclude,,2,"EXCLUDE: prose Argument (2 paragraphs) (worksheet row read: 2 nodes, samples checked)","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
3ff786cc463038c7fff57e6978c16085c4b326efbc258541ac5fb08df0f6263a,A10407,/*/*[2]/*[2],play>act>scene,include,,33,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 40 chars/node, 33 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
7b4f45017d06e76db1cda6cfc3abb955498b3e8f88455087aeb1499ed8de21dc,A10495,/*/*[2]/*[2],play>act>scene,include,,32,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 41 chars/node, 32 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
1dcc0b294307743832b384d3a3006827362c60722dc5e9a4f391a99a8b825b7f,A03190,/*/*[2]/*[2],act,include,,40,"INCLUDE: verse lines outside <sp> inside a performance div chain (act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 32 chars/node, 40 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
18e237c2f94d552a6d736563a6c723821302d61a627ee87b39991d6d218d8f5b,A04645,/*/*[2]/*[2],play>prologue,include,prologue,29,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 44 chars/node, 29 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
4f40f973ed3237cc59f928dd17cf3591edf2b1b904e3758eac6a0801331d40df,A15519,/*/*[2]/*[2],play>act,include,,26,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 49 chars/node, 26 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
77d50ab149976a6b0ccf2edfa8ec157a3894f62e44214f6072d1019968d110b1,A11954.7,/*/*[2]/*[2]/*[7],play>act,include,,40,"INCLUDE: verse lines outside <sp> inside a performance div chain (play>act); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 31 chars/node, 40 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
fdad1e374cc2b90707332d007231e042e2600d426e16711b7bb6920dc50cdbce,A01046,/*/*[2]/*[2],play>act>scene>song,include,,42,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene>song); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 30 chars/node, 42 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
09508eed0aa59004dd5371e6d66bbb37ef98845595441b55f51054f3c37207bc,A19976,/*/*[2]/*[2],play>act>scene,include,,28,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 44 chars/node, 28 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
28e55491f669b4a897c61daab13643d6d146adc54d505fe2ba4ac8b5a7ffe965,A19755,/*/*[2]/*[2],play>introduction,include,,30,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>introduction); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 41 chars/node, 30 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
89e919d1d63db5097d168e5749be7da7b3268e27f05c0c1ca53ffc0921fac5bc,A04632.4,/*/*[2]/*[2]/*[4]/*[2],prologue>section,include,prologue,28,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (prologue>section); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 43 chars/node, 28 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
85a05ec715f02fdde9dd9220a3e0ef9d2ab4e69096a2254d56716d8a68cff8ae,A18426,/*/*[2]/*[2],play>act>scene,include,,30,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (play>act>scene); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 40 chars/node, 30 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
d01bbbf2342c01c9cc288a0ba87e7529fb579663c9151f718f966d0e784e8ead,A09220,/*/*[2]/*[2],prologue,include,prologue,29,"INCLUDE: prose/verse nodes outside <sp> inside a performance div chain (prologue); worksheet samples read - character speech, chorus, song, letter read aloud or prologue/epilogue address; TCP simply omitted the <sp> wrapper here. mean 42 chars/node, 29 nodes.","Claude content audit 2026-09-07: non-Occasional worksheet rows (367) read via samples; mixed rows (Mustapha, Devil's Charter, Summer's Last Will, Chloridia, Technogamia, Michaelmas Term) read node by node",applied,2026-09-07
